"";"Species";"Body_size_mm";"Fos";"Ter";"Aqu";"Arb";"Dir";"Lar";"Viv"
"1";"Abavorana_luctuosa";68;0;1;1;0;0;1;0
"2";"Acris_crepitans";38;0;1;1;1;0;1;0
"3";"Acris_gryllus";32;0;1;1;1;0;1;0
"4";"Adelotus_brevis";45;1;1;1;0;0;1;0
"5";"Adenomera_bokermanni";24;0;1;0;0;0;1;0
"6";"Adenomera_hylaedactyla";30;0;1;1;0;0;1;0
"7";"Adenomera_marmorata";25;0;1;0;0;0;1;0
"8";"Adenomus_kandianus";32,2;0;0;1;0;0;1;0
"9";"Adenomus_kelaartii";50;0;1;1;1;0;1;0
"10";"Afrixalus_delicatus";27;0;0;1;1;0;1;0
"11";"Afrixalus_dorsalis";38;0;0;1;1;0;1;0
"12";"Afrixalus_fornasini";40;0;1;1;1;0;1;0
"13";"Afrixalus_laevis";25;0;0;1;1;0;1;0
"14";"Afrixalus_nigeriensis";35;0;0;1;1;0;1;0
"15";"Afrixalus_paradorsalis";35;0;0;1;1;0;1;0
"16";"Afrixalus_stuhlmanni";27;0;1;1;1;0;1;0
"17";"Afrixalus_vittiger";28;0;1;1;1;0;1;0
"18";"Afrixalus_weidholzi";25;0;1;1;1;0;1;0
"19";"Agalychnis_aspera";40,1;0;1;1;0;0;1;0
"20";"Agalychnis_callidryas";77,2;0;1;1;1;0;1;0
"21";"Agalychnis_spurrelli";93;0;1;0;1;0;1;0
"22";"Aglyptodactylus_laticeps";59;0;1;1;1;0;1;0
"23";"Aglyptodactylus_madagascariensis";92;0;1;1;1;0;1;0
"24";"Aglyptodactylus_securifer";42,9;0;1;1;1;0;1;0
"25";"Alcalus_baluensis";28,7;0;1;1;0;1;0;0
"26";"Alcalus_mariae";33,1;0;1;1;1;1;0;0
"27";"Alcalus_sariba";36;NA;NA;NA;NA;NA;NA;NA
"28";"Allobates_chalcopis";18,4;0;1;0;0;0;1;0
"29";"Allobates_femoralis";36;0;1;1;0;0;1;0
"30";"Allobates_olfersioides";19;0;1;0;0;0;1;0
"31";"Allobates_talamancae";25;0;1;1;0;0;1;0
"32";"Alsodes_australis";56,1;0;1;1;0;0;1;0
"33";"Alsodes_coppingeri";44;0;1;1;0;0;1;0
"34";"Alsodes_kaweshkari";62,2;0;1;1;0;0;1;0
"35";"Alytes_muletensis";40;0;1;0;1;0;1;0
"36";"Amietia_poyntoni";56,1;0;1;1;0;0;1;0
"37";"Amnirana_albolabris";82,7;0;1;1;0;0;1;0
"38";"Amnirana_galamensis";86;0;1;1;0;0;1;0
"39";"Amnirana_occidentalis";95,2;0;1;0;0;0;1;0
"40";"Amolops_hainanensis";80,4;0;1;1;1;0;1;0
"41";"Amolops_hongkongensis";40;0;1;1;1;0;1;0
"42";"Amolops_torrentis";37,4;0;1;1;1;0;1;0
"43";"Anaxyrus_boreas";125;0;1;0;0;0;1;0
"44";"Anaxyrus_fowleri";95;0;1;0;0;0;1;0
"45";"Anaxyrus_kelloggi";48,8;0;1;0;0;0;1;0
"46";"Anaxyrus_punctatus";76;1;1;0;0;0;1;0
"47";"Anaxyrus_quercicus";33;1;1;0;0;0;1;0
"48";"Anaxyrus_terrestris";116,3;1;1;0;0;0;1;0
"49";"Anaxyrus_woodhousii";127;1;1;0;0;0;1;0
"50";"Andinobates_claudiae";13,4;0;1;0;0;0;1;0
"51";"Anilany_helenae";13,8;0;1;1;0;0;1;0
"52";"Anodonthyla_emilei";29,1;0;0;0;1;0;1;0
"53";"Anodonthyla_hutchisoni";24,4;0;1;0;1;0;1;0
"54";"Anodonthyla_jeanbai";20;0;0;0;1;NA;NA;NA
"55";"Anodonthyla_montana";33;0;1;1;0;0;1;0
"56";"Anodonthyla_moramora";16,5;0;0;0;0;0;1;0
"57";"Anodonthyla_nigrigularis";21,7;0;1;0;1;0;1;0
"58";"Anodonthyla_pollicaris";21,2;0;0;0;1;NA;NA;NA
"59";"Anodonthyla_rouxae";34;0;1;0;1;0;1;0
"60";"Anodonthyla_theoi";19,5;0;0;0;1;NA;NA;NA
"61";"Anodonthyla_vallani";24,1;0;0;0;1;NA;NA;NA
"62";"Ansonia_albomaculata";35;0;1;1;0;0;1;0
"63";"Ansonia_echinata";21,3;0;1;0;0;0;1;0
"64";"Ansonia_fuliginea";44;0;1;1;0;0;1;0
"65";"Ansonia_glandulosa";39,7;0;1;1;0;0;1;0
"66";"Ansonia_guibei";34;0;1;1;0;0;1;0
"67";"Ansonia_hanitschi";37;0;1;1;0;0;1;0
"68";"Ansonia_kraensis";27,9;0;1;1;0;0;1;0
"69";"Ansonia_latidisca";55;0;1;1;0;0;1;0
"70";"Ansonia_leptopus";65;0;1;1;0;0;1;0
"71";"Ansonia_longidigita";70;0;1;1;0;0;1;0
"72";"Ansonia_malayana";29;0;1;1;0;0;1;0
"73";"Ansonia_mcgregori";50;0;1;1;1;0;1;0
"74";"Ansonia_minuta";29;0;1;1;0;0;1;0
"75";"Ansonia_muelleri";38;0;1;1;1;0;1;0
"76";"Ansonia_penangensis";37,2;0;1;1;1;0;1;0
"77";"Ansonia_platysoma";26;0;1;1;0;0;1;0
"78";"Ansonia_spinulifer";50;0;1;1;0;0;1;0
"79";"Ansonia_tiomanica";38,4;0;1;1;0;0;1;0
"80";"Ansonia_torrentis";33;0;1;1;1;0;1;0
"81";"Aparasphenodon_brunoi";81;0;1;1;1;0;1;0
"82";"Aphantophryne_minuta";11,8;0;1;1;0;1;0;0
"83";"Aphantophryne_nana";NA;0;1;0;1;1;0;0
"84";"Aphantophryne_pansa";31,6;0;1;1;0;1;0;0
"85";"Aphantophryne_sabini";24,1;0;1;1;0;1;0;0
"86";"Aplastodiscus_eugenioi";39;0;0;1;1;0;1;0
"87";"Aplastodiscus_leucopygius";45,1;0;1;1;1;0;1;0
"88";"Aplastodiscus_sibilatus";33,6;0;1;1;0;0;1;0
"89";"Arcovomer_passarellii";25,6;0;1;1;0;0;1;0
"90";"Arenophryne_rotunda";33;1;1;1;0;1;0;0
"91";"Arthroleptis_adelphus";33,1;0;1;1;0;1;0;0
"92";"Arthroleptis_bioko";32,7;0;1;0;0;NA;NA;NA
"93";"Arthroleptis_poecilonotus";33,4;0;1;1;1;1;0;0
"94";"Arthroleptis_stenodactylus";45;0;1;1;0;1;0;0
"95";"Arthroleptis_variabilis";37,8;0;1;1;0;1;0;0
"96";"Arthroleptis_xenodactyloides";23,8;0;1;1;0;1;0;0
"97";"Asterophrys_eurydactyla";33;NA;NA;NA;NA;NA;NA;NA
"98";"Asterophrys_leucopus";46,8;0;1;1;0;1;0;0
"99";"Asterophrys_marani";39;0;0;0;1;NA;NA;NA
"100";"Asterophrys_pullifer";41;0;1;0;0;0;1;0
"101";"Asterophrys_slateri";30;0;0;0;1;NA;NA;NA
"102";"Asterophrys_turpicola";NA;0;1;1;0;1;0;0
"103";"Astylosternus_occidentalis";65,3;0;1;1;1;0;1;0
"104";"Aubria_occidentalis";95;0;1;1;1;0;1;0
"105";"Austrochaperina_adamantina";28;0;1;1;0;1;0;0
"106";"Austrochaperina_adelphe";22;0;1;1;0;1;0;0
"107";"Austrochaperina_aquilonia";31;0;1;1;0;1;0;0
"108";"Austrochaperina_archboldi";38,4;0;1;1;0;1;0;0
"109";"Austrochaperina_basipalmata";39;0;1;1;0;1;0;0
"110";"Austrochaperina_blumi";26,3;0;1;1;0;1;0;0
"111";"Austrochaperina_brevipes";28;0;1;1;0;1;0;0
"112";"Austrochaperina_derongo";49,7;0;1;1;0;1;0;0
"113";"Austrochaperina_gracilipes";23;0;1;1;0;1;0;0
"114";"Austrochaperina_hooglandi";45,3;0;1;1;0;1;0;0
"115";"Austrochaperina_kosarek";21;0;1;1;0;1;0;0
"116";"Austrochaperina_macrorhyncha";37;0;1;1;0;1;0;0
"117";"Austrochaperina_mehelyi";21;0;1;1;0;1;0;0
"118";"Austrochaperina_minutissima";16,6;0;1;0;0;NA;NA;NA
"119";"Austrochaperina_novaebritanniae";21;0;1;1;0;1;0;0
"120";"Austrochaperina_palmipes";49;0;1;1;0;1;0;0
"121";"Austrochaperina_parkeri";30,6;0;1;1;0;1;0;0
"122";"Austrochaperina_polysticta";16,5;0;1;1;0;1;0;0
"123";"Austrochaperina_rivularis";51,5;0;1;1;0;1;0;0
"124";"Austrochaperina_septentrionalis";31,6;0;1;1;0;1;0;0
"125";"Austrochaperina_yelaensis";20,5;0;1;1;0;1;0;0
"126";"Babina_holsti";118,7;0;1;0;0;0;1;0
"127";"Babina_subaspera";124,8;0;1;1;0;0;1;0
"128";"Barbourula_busuangensis";85,3;1;0;0;0;NA;NA;NA
"129";"Barbourula_kalimantanensis";68;1;0;0;0;NA;NA;NA
"130";"Barygenys_atra";41;1;1;1;0;1;0;0
"131";"Barygenys_cheesmanae";40;1;1;1;0;1;0;0
"132";"Barygenys_exsul";39;1;1;1;0;1;0;0
"133";"Barygenys_flavigularis";27;1;1;1;0;1;0;0
"134";"Barygenys_maculata";50,8;1;1;1;0;1;0;0
"135";"Barygenys_nana";26;1;1;1;0;1;0;0
"136";"Barygenys_parvula";18,7;1;1;1;0;1;0;0
"137";"Batrachyla_antartandica";37,7;0;1;1;1;0;1;0
"138";"Batrachyla_leptopus";34;0;1;0;0;0;1;0
"139";"Batrachyla_nibaldoi";39,9;0;1;0;0;0;1;0
"140";"Batrachyla_taeniata";42;0;1;0;0;0;1;0
"141";"Bijurana_nicobariensis";50;NA;NA;NA;NA;NA;NA;NA
"142";"Blommersia_angolafa";19,05;0;0;0;1;0;1;0
"143";"Blommersia_blommersae";19,5;0;0;0;1;0;1;0
"144";"Blommersia_dejongi";23,6;0;0;0;1;0;1;0
"145";"Blommersia_domerguei";20,3;0;1;0;1;0;1;0
"146";"Blommersia_galani";24,2;0;0;0;1;0;1;0
"147";"Blommersia_grandisonae";20,5;0;0;0;1;0;1;0
"148";"Blommersia_kely";15;0;0;0;1;0;1;0
"149";"Blommersia_sarotra";16;NA;NA;NA;NA;0;1;0
"150";"Blommersia_wittei";27;0;1;0;1;0;1;0
"151";"Boana_albomarginata";62;0;1;1;1;0;1;0
"152";"Boana_boans";132;0;1;1;1;0;1;0
"153";"Boana_crepitans";75;0;1;0;1;0;1;0
"154";"Boana_faber";104;0;1;1;1;0;1;0
"155";"Boana_geographica";85;0;1;1;1;0;1;0
"156";"Boana_heilprini";54,3;0;1;1;1;0;1;0
"157";"Boana_multifasciata";83;0;1;1;1;0;1;0
"158";"Boana_pardalis";75;0;1;1;1;0;1;0
"159";"Boana_pombali";65,7;0;1;0;1;0;1;0
"160";"Boana_punctata";41,7;0;1;0;1;0;1;0
"161";"Boana_raniceps";82;0;1;0;1;0;1;0
"162";"Boana_rosenbergi";95;0;1;1;1;0;1;0
"163";"Boana_rufitela";55;0;1;0;1;0;1;0
"164";"Boana_semilineata";52;0;1;1;1;0;1;0
"165";"Boehmantis_microtympanum";100;0;1;0;0;0;1;0
"166";"Bombina_bombina";50;1;1;1;0;0;1;0
"167";"Bombina_orientalis";47;1;1;1;0;0;1;0
"168";"Bombina_variegata";50;1;1;1;0;0;1;0
"169";"Boophis_albilabris";93;0;1;0;1;0;1;0
"170";"Boophis_albipunctatus";40;0;0;0;1;0;1;0
"171";"Boophis_andohahela";29,5;0;0;0;1;0;1;0
"172";"Boophis_andrangoloaka";37,4;0;0;0;1;NA;NA;NA
"173";"Boophis_andreonei";33;0;0;0;1;0;1;0
"174";"Boophis_anjanaharibeensis";34,34;0;0;0;1;0;1;0
"175";"Boophis_ankaratra";NA;0;0;0;1;0;1;0
"176";"Boophis_arcanus";34,3;0;0;0;1;NA;NA;NA
"177";"Boophis_axelmeyeri";40;0;0;0;1;0;1;0
"178";"Boophis_baetkei";30,8;0;0;0;1;NA;NA;NA
"179";"Boophis_blommersae";27;0;0;0;1;0;1;0
"180";"Boophis_boehmei";29,4;0;0;0;1;0;1;0
"181";"Boophis_bottae";35,1;0;0;0;1;0;1;0
"182";"Boophis_brachychir";71;0;0;0;1;0;1;0
"183";"Boophis_burgeri";NA;0;0;0;1;0;1;0
"184";"Boophis_calcaratus";39,5;0;0;0;1;NA;NA;NA
"185";"Boophis_doulioti";52,4;0;1;0;1;0;1;0
"186";"Boophis_elenae";NA;0;0;0;1;0;1;0
"187";"Boophis_englaenderi";39;0;0;0;1;0;1;0
"188";"Boophis_entingae";86,5;0;0;0;1;NA;NA;NA
"189";"Boophis_erythrodactylus";33;0;0;0;1;0;1;0
"190";"Boophis_feonnyala";25,4;0;0;0;1;0;1;0
"191";"Boophis_goudotii";80;0;1;0;1;0;1;0
"192";"Boophis_guibei";NA;0;0;0;1;0;1;0
"193";"Boophis_haematopus";28,3;0;0;0;1;0;1;0
"194";"Boophis_haingana";60;0;0;0;1;NA;NA;NA
"195";"Boophis_idae";NA;0;0;0;1;0;1;0
"196";"Boophis_jaegeri";30;0;0;0;1;0;1;0
"197";"Boophis_laurenti";43;0;1;0;1;0;1;0
"198";"Boophis_liami";21,3;0;0;0;1;0;1;0
"199";"Boophis_lichenoides";38;0;0;0;1;0;1;0
"200";"Boophis_lilianae";20;0;0;0;1;0;1;0
"201";"Boophis_luciae";70;0;0;0;1;NA;NA;NA
"202";"Boophis_luteus";60;0;0;0;1;0;1;0
"203";"Boophis_madagascariensis";80;0;0;0;1;0;1;0
"204";"Boophis_majori";29,2;0;0;0;1;0;1;0
"205";"Boophis_mandraka";23,2;0;0;0;1;0;1;0
"206";"Boophis_marojezensis";33;0;0;0;1;0;1;0
"207";"Boophis_miadana";27;0;0;0;1;NA;NA;NA
"208";"Boophis_microtympanum";NA;0;0;0;1;0;1;0
"209";"Boophis_miniatus";37,7;0;0;0;1;0;1;0
"210";"Boophis_obscurus";82;0;1;0;1;NA;NA;NA
"211";"Boophis_occidentalis";52,4;0;0;0;1;0;1;0
"212";"Boophis_opisthodon";85;0;0;0;1;0;1;0
"213";"Boophis_pauliani";NA;0;0;0;1;0;1;0
"214";"Boophis_periegetes";75;0;0;0;1;0;1;0
"215";"Boophis_picturatus";33,3;0;0;0;1;0;1;0
"216";"Boophis_piperatus";30;0;0;0;1;NA;NA;NA
"217";"Boophis_praedictus";89,3;0;0;0;1;NA;NA;NA
"218";"Boophis_pyrrhus";37;0;0;0;1;0;1;0
"219";"Boophis_quasiboehmei";28,65;0;0;0;1;0;1;0
"220";"Boophis_rappiodes";34;0;0;0;1;0;1;0
"221";"Boophis_reticulatus";35,46;0;0;0;1;0;1;0
"222";"Boophis_rhodoscelis";NA;0;0;0;1;0;1;0
"223";"Boophis_roseipalmatus";86,6;0;0;0;1;NA;NA;NA
"224";"Boophis_rufioculis";NA;0;0;0;1;0;1;0
"225";"Boophis_sambirano";23,7;0;0;0;1;0;1;0
"226";"Boophis_sandrae";100;0;1;0;1;NA;NA;NA
"227";"Boophis_schuboeae";26;0;0;0;1;0;1;0
"228";"Boophis_septentrionalis";52;0;0;0;1;0;1;0
"229";"Boophis_sibilans";30;0;0;0;1;0;1;0
"230";"Boophis_solomaso";21,6;0;0;0;1;0;1;0
"231";"Boophis_spinophis";56,5;0;0;0;1;NA;NA;NA
"232";"Boophis_tampoka";45,8;0;0;0;1;0;1;0
"233";"Boophis_tasymena";32,3;0;0;0;1;0;1;0
"234";"Boophis_tephraeomystax";50;0;0;0;1;0;1;0
"235";"Boophis_tsilomaro";85;0;0;0;1;0;1;0
"236";"Boophis_ulftunni";38;0;0;0;1;0;1;0
"237";"Boophis_viridis";35;0;0;0;1;0;1;0
"238";"Boophis_vittatus";25,4;0;0;0;1;0;1;0
"239";"Boophis_williamsi";44,3;0;0;0;1;0;1;0
"240";"Boophis_xerophilus";48,8;0;1;0;1;0;1;0
"241";"Brachycephalus_didactylus";10,7;0;1;1;0;1;0;0
"242";"Brachycephalus_ephippium";19,7;0;1;1;0;1;0;0
"243";"Breviceps_adspersus";60;1;1;1;0;1;0;0
"244";"Breviceps_mossambicus";52;1;1;1;0;1;0;0
"245";"Buergeria_buergeri";76;0;1;0;1;0;1;0
"246";"Buergeria_japonica";37;0;1;1;1;0;1;0
"247";"Buergeria_oxycephala";64,5;0;0;0;1;0;1;0
"248";"Buergeria_robusta";67,1;0;1;1;0;0;1;0
"249";"Bufo_bankorensis";110;0;1;1;0;0;1;0
"250";"Bufo_bufo";150;0;1;1;0;0;1;0
"251";"Bufo_gargarizans";134;0;1;1;0;0;1;0
"252";"Bufo_stejnegeri";62;0;1;1;1;0;1;0
"253";"Bufo_torrenticola";168;0;1;1;1;0;1;0
"254";"Bufotes_balearicus";NA;0;1;1;0;0;1;0
"255";"Bufotes_boulengeri";85,5;0;1;0;0;0;1;0
"256";"Bufotes_viridis";120;0;1;1;0;0;1;0
"257";"Callulops_boettgeri";NA;0;1;1;0;1;0;0
"258";"Callulops_comptus";NA;1;1;1;0;1;0;0
"259";"Callulops_doriae";100;0;1;1;0;1;0;0
"260";"Callulops_dubius";NA;0;1;1;0;1;0;0
"261";"Callulops_eremnosphax";42,7;0;1;0;0;NA;NA;NA
"262";"Callulops_fuscus";NA;0;1;1;0;1;0;0
"263";"Callulops_glandulosus";NA;0;1;1;0;1;0;0
"264";"Callulops_humicola";50;0;1;1;0;1;0;0
"265";"Callulops_kopsteini";NA;0;1;1;0;1;0;0
"266";"Callulops_marmoratus";53,3;1;1;0;0;1;0;0
"267";"Callulops_omnistriatus";67;0;1;0;0;NA;NA;NA
"268";"Callulops_personatus";NA;0;1;1;0;1;0;0
"269";"Callulops_robustus";78;1;1;1;0;1;0;0
"270";"Callulops_sagittatus";NA;0;1;1;0;1;0;0
"271";"Callulops_stictogaster";NA;0;1;1;0;1;0;0
"272";"Callulops_wilhelmanus";NA;0;1;1;0;1;0;0
"273";"Cardioglossa_occidentalis";34,8;0;1;0;0;0;1;0
"274";"Ceratophrys_aurita";149;0;1;0;0;0;1;0
"275";"Chalcorana_chalconota";79;0;1;0;0;0;1;0
"276";"Chalcorana_crassiovis";70,3;0;1;1;0;0;1;0
"277";"Chalcorana_kampeni";NA;0;1;0;0;0;1;0
"278";"Chalcorana_macrops";NA;0;1;0;0;0;1;0
"279";"Chalcorana_megalonesa";65,6;NA;NA;NA;NA;NA;NA;NA
"280";"Chalcorana_mocquardii";NA;NA;NA;NA;NA;NA;NA;NA
"281";"Chalcorana_parvaccola";NA;NA;NA;NA;NA;NA;NA;NA
"282";"Chalcorana_raniceps";70,8;0;1;1;0;0;1;0
"283";"Chalcorana_rufipes";NA;0;0;0;0;NA;NA;NA
"284";"Chaltenobatrachus_grandisonae";40,3;0;1;1;1;0;1;0
"285";"Chaperina_fusca";22,4;0;1;1;0;0;1;0
"286";"Chiasmocleis_leucosticta";23,6;0;1;1;0;0;1;0
"287";"Chirixalus_doriae";27,4;0;1;0;1;0;1;0
"288";"Chirixalus_nongkhorensis";34;0;0;0;1;0;1;0
"289";"Chiromantis_rufescens";65;0;0;1;1;0;1;0
"290";"Chiromantis_xerampelina";90;0;0;1;1;0;1;0
"291";"Choerophryne_allisoni";11,6;1;1;1;0;1;0;0
"292";"Choerophryne_amomani";15,1;1;1;1;0;NA;NA;NA
"293";"Choerophryne_arndtorum";14,8;1;1;1;0;NA;NA;NA
"294";"Choerophryne_brunhildae";21,1;0;1;1;0;1;0;0
"295";"Choerophryne_burtoni";12,4;1;1;1;0;1;0;0
"296";"Choerophryne_darlingtoni";27;0;1;1;0;1;0;0
"297";"Choerophryne_exclamitans";22;0;0;0;1;1;0;0
"298";"Choerophryne_fafniri";23;0;1;1;0;1;0;0
"299";"Choerophryne_gunnari";21,7;0;1;1;0;1;0;0
"300";"Choerophryne_laurini";19;0;0;0;1;1;0;0
"301";"Choerophryne_longirostris";22,5;1;1;1;0;1;0;0
"302";"Choerophryne_microps";20;1;1;1;0;NA;NA;NA
"303";"Choerophryne_nigrescens";17,8;1;1;1;0;NA;NA;NA
"304";"Choerophryne_proboscidea";22,1;1;1;1;0;1;0;0
"305";"Choerophryne_rhenaurum";15,8;0;1;0;0;1;0;0
"306";"Choerophryne_rostellifer";14,8;1;1;1;0;1;0;0
"307";"Choerophryne_sanguinopicta";17,4;0;0;0;1;1;0;0
"308";"Choerophryne_siegfriedi";21,3;0;1;1;0;1;0;0
"309";"Choerophryne_swanhildae";15,6;0;1;1;0;1;0;0
"310";"Choerophryne_tubercula";19;0;1;1;0;1;0;0
"311";"Choerophryne_valkuriarum";20,2;0;1;1;0;1;0;0
"312";"Choerophryne_variegata";17,4;0;1;1;0;1;0;0
"313";"Cochranella_granulosa";32;0;1;0;1;0;1;0
"314";"Colostethus_pratti";25;0;1;1;0;0;1;0
"315";"Conraua_crassipes";63;0;0;1;1;0;1;0
"316";"Cophixalus_ateles";14,4;0;1;1;0;1;0;0
"317";"Cophixalus_balbus";28,2;0;1;0;1;1;0;0
"318";"Cophixalus_bewaniensis";16,7;0;1;0;1;1;0;0
"319";"Cophixalus_biroi";NA;0;1;0;1;1;0;0
"320";"Cophixalus_caverniphilus";36,7;0;1;0;0;NA;NA;NA
"321";"Cophixalus_cheesmanae";39;0;1;1;1;1;0;0
"322";"Cophixalus_cryptotympanum";28,4;0;1;1;1;1;0;0
"323";"Cophixalus_cupricarenus";34,3;0;1;0;0;NA;NA;NA
"324";"Cophixalus_daymani";NA;0;1;1;0;1;0;0
"325";"Cophixalus_desticans";19,1;0;1;0;1;NA;NA;NA
"326";"Cophixalus_humicola";NA;0;1;0;0;1;0;0
"327";"Cophixalus_interruptus";17,5;0;0;0;1;NA;NA;NA
"328";"Cophixalus_iovaorum";14,5;1;0;0;0;NA;NA;NA
"329";"Cophixalus_kaindiensis";27,7;0;1;0;1;1;0;0
"330";"Cophixalus_kethuk";12,7;0;1;0;0;NA;NA;NA
"331";"Cophixalus_linnaeus";14,2;0;1;0;0;NA;NA;NA
"332";"Cophixalus_melanops";18,9;0;0;0;0;NA;NA;NA
"333";"Cophixalus_misimae";19,6;0;1;0;0;1;0;0
"334";"Cophixalus_monosyllabus";24,3;0;0;0;1;NA;NA;NA
"335";"Cophixalus_montanus";NA;0;1;1;0;1;0;0
"336";"Cophixalus_nubicola";29,2;0;1;1;0;1;0;0
"337";"Cophixalus_ornatus";25;0;1;1;0;1;0;0
"338";"Cophixalus_parkeri";33,1;0;1;0;1;1;0;0
"339";"Cophixalus_phaeobalius";15,3;0;1;0;0;NA;NA;NA
"340";"Cophixalus_pipilans";16,1;0;1;1;0;1;0;0
"341";"Cophixalus_pulchellus";19;0;1;1;0;1;0;0
"342";"Cophixalus_riparius";50;0;1;1;1;1;0;0
"343";"Cophixalus_shellyi";16,5;0;1;1;0;1;0;0
"344";"Cophixalus_sphagnicola";20,6;0;1;1;0;1;0;0
"345";"Cophixalus_tagulensis";18,5;0;1;1;0;1;0;0
"346";"Cophixalus_tetzlaffi";22,6;0;1;0;1;1;0;0
"347";"Cophixalus_timidus";21,1;0;0;0;1;1;0;0
"348";"Cophixalus_tomaiodactylus";14,9;0;1;0;0;NA;NA;NA
"349";"Cophixalus_tridactylus";NA;NA;NA;NA;NA;1;0;0
"350";"Cophixalus_variabilis";19,7;0;1;0;1;1;0;0
"351";"Cophixalus_verecundus";19;0;1;1;0;1;0;0
"352";"Cophixalus_verrucosus";NA;0;1;1;1;1;0;0
"353";"Cophixalus_wempi";15,5;0;0;0;1;NA;NA;NA
"354";"Cophyla_barbouri";23;0;1;0;1;0;1;0
"355";"Cophyla_berara";24,4;0;1;0;1;0;1;0
"356";"Cophyla_grandis";88;0;0;1;1;0;1;0
"357";"Cophyla_mavomavo";35;0;1;0;1;0;1;0
"358";"Cophyla_milloti";30;0;1;0;1;0;1;0
"359";"Cophyla_occultans";NA;NA;NA;NA;NA;0;1;0
"360";"Cophyla_phyllodactyla";29;0;1;1;1;0;1;0
"361";"Cophyla_pollicaris";28;0;1;0;1;0;1;0
"362";"Cophyla_tetra";19,4;0;1;0;1;0;1;0
"363";"Cophyla_tsaratananaensis";27,7;0;1;0;1;0;1;0
"364";"Cophyla_tuberifera";40;0;1;0;1;0;1;0
"365";"Copiula_alpestris";27,8;0;1;1;0;1;0;0
"366";"Copiula_exspectata";NA;1;1;1;0;1;0;0
"367";"Copiula_fistulans";36;1;1;1;0;1;0;0
"368";"Copiula_guttata";44;0;1;1;0;1;0;0
"369";"Copiula_major";NA;1;1;1;0;1;0;0
"370";"Copiula_minor";24,5;1;1;1;0;1;0;0
"371";"Copiula_obsti";NA;1;1;1;0;1;0;0
"372";"Copiula_oxyrhina";29,2;1;1;1;0;1;0;0
"373";"Copiula_pipiens";NA;1;1;1;0;1;0;0
"374";"Copiula_tyleri";NA;1;1;1;0;1;0;0
"375";"Cornufer_acrochordus";NA;NA;NA;NA;NA;1;0;0
"376";"Cornufer_aculeodactylus";25,8;0;1;0;0;1;0;0
"377";"Cornufer_adiastolus";41;0;0;1;1;1;0;0
"378";"Cornufer_admiraltiensis";46,4;0;1;0;0;1;0;0
"379";"Cornufer_akarithymus";24,2;0;1;0;1;1;0;0
"380";"Cornufer_batantae";26,5;0;1;1;0;1;0;0
"381";"Cornufer_bimaculatus";31,7;0;1;0;0;1;0;0
"382";"Cornufer_boulengeri";82;0;1;1;0;1;0;0
"383";"Cornufer_browni";26,7;0;1;1;0;1;0;0
"384";"Cornufer_bufonulus";15,4;0;1;0;0;1;0;0
"385";"Cornufer_caesiops";NA;NA;NA;NA;NA;NA;NA;NA
"386";"Cornufer_cheesmanae";24,5;0;1;1;0;1;0;0
"387";"Cornufer_cryptotis";35,5;0;1;1;0;1;0;0
"388";"Cornufer_desticans";38;0;1;1;0;NA;NA;NA
"389";"Cornufer_elegans";35;0;1;1;0;1;0;0
"390";"Cornufer_gigas";46;0;1;1;0;1;0;0
"391";"Cornufer_gilliardi";32,1;0;1;1;0;1;0;0
"392";"Cornufer_guppyi";183;0;1;1;1;1;0;0
"393";"Cornufer_latro";38;0;1;1;0;1;0;0
"394";"Cornufer_macrops";23,5;0;1;1;0;1;0;0
"395";"Cornufer_macrosceles";35;0;0;1;1;1;0;0
"396";"Cornufer_magnus";63;0;1;1;0;1;0;0
"397";"Cornufer_malukuna";63,2;0;1;1;0;1;0;0
"398";"Cornufer_mamusiorum";31;0;1;0;1;1;0;0
